s1_name,patch_id,latitude,longitude,country,season,climate_zone
S1B_IW_GRDH_1SDV_20171121T064205_29SND_36_26,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_26,39.46262320166898,-8.491079749144152,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_36_39,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_39,39.322061069574566,-8.492099909143443,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_36_45,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_45,39.25718508358628,-8.49256834944583,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_39_32,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_39_32,39.39755858154058,-8.449743837028347,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_42_38,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_42_38,39.33247911574685,-8.408484130979094,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_43_55,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_43_55,39.148593708811404,-8.396139406240396,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_44_50,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_44_50,39.202584290923404,-8.381779710097994,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_52_62,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_52_62,39.072191330520916,-8.271942664256859,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_53_24,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_24,39.482967430655606,-8.25372497690407,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_53_25,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_25,39.472155610345744,-8.253840503981765,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171121T064205_29SND_53_32,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_32,39.39647229582388,-8.254647453508328,Portugal,Fall,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171121T183515_29SND_58_46,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_58_46,39.24463792867759,-8.18672773149871,Portugal,Fall,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171122T063450_29SND_61_42,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_61_42,39.28758687547796,-8.144488156924606,Portugal,Fall,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171122T063450_29SND_65_26,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_65_26,39.46014959806961,-8.086584959158396,Portugal,Fall,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171122T063450_29SND_67_57,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_67_57,39.12476666081082,-8.06316808555314,Portugal,Fall,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171203T064230_29SNB_24_40,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_24_40,37.509074606696586,-8.66756998934795,Portugal,Winter,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171203T064230_29SNB_25_40,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_25_40,37.50903561488549,-8.653992403123864,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_34_30,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_34_30,37.61677368467956,-8.531118078325031,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_34_60,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_34_60,37.29229002929889,-8.533139391607579,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_39_61,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_39_61,37.28118735200499,-8.465524759731862,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_39_64,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_39_64,37.24873827399469,-8.465754038883782,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_42_29,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_42_29,37.62710696640126,-8.422260181405553,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_44_43,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_44_43,37.475550824856576,-8.396285752265689,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_44_68,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_44_68,37.20514850128079,-8.39844640565519,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_47_29,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_47_29,37.626754453719315,-8.354267876950086,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_47_34,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_47_34,37.57267681018689,-8.354735095659798,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_58_23,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_58_23,37.690731414374525,-8.203996856373376,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_58_32,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_58_32,37.59339556917719,-8.205034832122633,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_58_65,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_58_65,37.23648350541442,-8.208798309464324,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_60_35,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_60_35,37.560763912270154,-8.178207986779153,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_60_67,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_60_67,37.21466805509451,-8.181977135501763,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_61_30,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_61_30,37.61474398899715,-8.164017613312673,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_65_54,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_65_54,37.35478322260419,-8.112711063461342,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171203T183450_29SNB_68_36,S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_68_36,37.54914247174964,-8.06965816118601,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_24_32,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_24_32,43.00110018138191,21.360460122474713,Serbia,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_34_40,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_34_40,42.91409572617013,21.506971850506975,Serbia,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_36_50,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_36_50,42.805902734538776,21.535439963407267,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_37_26,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_37_26,43.065170687975005,21.552428905627266,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_38_46,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_38_46,42.84898536604689,21.565184839143306,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_48_51,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_48_51,42.79413820635559,21.71142001724682,Serbia,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_50_39,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_50_39,42.923617771198046,21.742316341312552,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_53_53,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_53_53,42.77204792446376,21.784508179309356,Serbia,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_55_36,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_55_36,42.95553282878251,21.816258413019423,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_62_27,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_62_27,43.0519945666854,21.920679666537467,Serbia,Winter,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_63_66,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_63_66,42.63048100152754,21.929076679450194,Serbia,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_67_47,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_67_47,42.83528637046313,21.990871337239962,Serbia,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20171207T162450_34TEN_68_64,S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_68_64,42.651474520793606,22.002587955278244,Serbia,Winter,"Temperate, no dry season, hot summer"
S1B_IW_GRDH_1SDV_20171221T183435_29SND_23_40,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_23_40,39.311897144370576,-8.673125273257787,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064303_29SND_25_65,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_25_65,39.0414883222932,-8.64664260379425,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064238_29SND_26_26,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_26_26,39.463149966468904,-8.630570418843416,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064303_29SND_28_60,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_28_60,39.09542110437136,-8.604743396326688,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064238_29SND_39_31,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_39_31,39.40837096024113,-8.449658865806404,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064303_29SND_47_61,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_47_61,39.083416501217975,-8.341198427170777,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064238_29SND_53_44,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_53_44,39.26672714188879,-8.256023739174454,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064303_29SND_54_49,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_54_49,39.212576268901586,-8.242695939130922,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064238_29SND_55_33,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_55_33,39.38547849570672,-8.22689678933762,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20171221T064238_29SND_55_39,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_55_39,39.32060658044835,-8.227611424867247,Portugal,Winter,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171221T183435_29SND_59_53,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_59_53,39.16885519143587,-8.173710380324424,Portugal,Winter,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171222T063355_29SND_64_68,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_64_68,39.006159867859964,-8.106311536006459,Portugal,Winter,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20171222T063355_29SND_67_68,S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_67_68,39.00583399289385,-8.064738937129253,Portugal,Winter,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_29_36,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_29_36,61.8030913413358,23.8766935210171,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180207T045754_35VLJ_29_38,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_29_38,61.78157888393007,23.8788779844703,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_40_47,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_40_47,61.69020713426999,24.13779227226152,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_43_29,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_43_29,61.88527908470054,24.188103709129123,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_49_35,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_49_35,61.823445275198225,24.33052696102206,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_60_41,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_60_41,61.763506393302045,24.585941786939433,Finland,Winter,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_61_68,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_61_68,61.4732977891346,24.63098026443051,Finland,Winter,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_62_30,S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_62_30,61.88269062227694,24.622225979264417,Finland,Winter,"Cold, no dry season, cold summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_26_46,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_26_46,52.73195159365627,-7.048037383797021,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_29_48,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_29_48,52.70949993072917,-6.995745412311366,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_31_33,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_31_33,52.87060679456429,-6.952663343373563,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_35_29,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_35_29,52.91247689735951,-6.879296178113861,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_36_66,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_36_66,52.51328270797731,-6.880887897671228,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_37_52,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_37_52,52.663892341050826,-6.855860649202519,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_38_25,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_38_25,52.95462817466875,-6.823636729348793,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_38_37,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_38_37,52.825271149209975,-6.830108876732053,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_38_40,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_38_40,52.792931363528396,-6.831719185231217,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_38_52,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_38_52,52.66357010454208,-6.838129741958962,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_43_33,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_43_33,52.86672736856633,-6.738891299053053,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_43_46,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_43_46,52.72659636438227,-6.746150257237105,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_44_65,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_44_65,52.5214458276739,-6.738979651517453,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_47_30,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_47_30,52.89768451813792,-6.66590851701388,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_47_59,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_47_59,52.58509657433173,-6.682557857039512,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_51_35,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_51_35,52.84237128662489,-6.597596070187004,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_53_41,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_53_41,52.77697774742436,-6.565612851275037,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_66_43,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_66_43,52.75045753844982,-6.3359085775610815,Ireland,Winter,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180225T063817_29UPU_66_45,S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_66_45,52.72890528281702,-6.337223317351878,Ireland,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180228T154946_34WFS_49_46,S2A_MSIL2A_20180228T101021_N9999_R022_T34WFS_49_46,64.38621158681309,24.305738948966574,Finland,Winter,"Cold, no dry season, cold summer"
S1B_IW_GRDH_1SDV_20180318T043418_35UMB_52_40,S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_52_40,55.50764266865184,26.413534095572604,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_28_34,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_28_34,55.57254468109102,21.54207426285606,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_38_62,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_38_62,55.26965722875173,21.72680674790019,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_39_36,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_39_36,55.54987682301776,21.75098954089095,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_44_28,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_44_28,55.635509020253004,21.847938469753018,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_46_24,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_46_24,55.678364652731254,21.887031939047006,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_51_54,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_51_54,55.354201831621836,21.97440637920334,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_52_25,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_52_25,55.66670326109249,22.001234848203,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_52_63,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_52_63,55.25701561123484,21.99090787312459,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_53_61,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_53_61,55.27842402067633,22.010332236536552,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_57_54,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_57_54,55.35324395357118,22.08794450379118,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180413T161957_34UEG_58_46,S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_58_46,55.43932191905902,22.109279456411873,Lithuania,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_25_33,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_25_33,60.04051437391373,23.958508397903678,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_25_51,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_25_51,59.846832371591034,23.9762109503496,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_29_33,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_29_33,60.04246767947766,24.044554227930927,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_33_49,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_33_49,59.872177199637726,24.145471194830947,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_34_50,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_34_50,59.86187742283718,24.167792162749006,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_35_49,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_35_49,59.87309849375116,24.188282099610063,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_37_46,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_37_46,59.90629397887822,24.228406189973732,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_46_48,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_46_48,59.88868146335298,24.422956393048292,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_47_55,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_47_55,59.813746196630376,24.45015125115512,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_49_24,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_49_24,60.14827442234416,24.467523642517655,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_50_45,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_50_45,59.92262526051666,24.50622081903868,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_51_38,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_51_38,59.998385086740875,24.522041173799632,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_58_25,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_58_25,60.14108241155252,24.662619813721495,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_59_37,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_59_37,60.012267126458894,24.69325273305156,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_62_24,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_62_24,60.15334525092687,24.74824033266037,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_63_30,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_63_30,60.08911008720131,24.77420524055182,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_64_37,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_64_37,60.01410156394656,24.800782248184355,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_66_34,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_66_34,60.047113116793,24.841691249105125,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_66_39,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_66_39,59.99327588243271,24.845199656215375,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180415T160451_35VLG_68_25,S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_68_25,60.14471761084908,24.878528585340412,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_26_61,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_26_61,60.66605274013345,19.7513370814022,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_42_60,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_42_60,60.67963977196875,20.102300349814165,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_43_61,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_43_61,60.669012390712524,20.12455645720405,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_52_64,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_52_64,60.637838350162575,20.32285009753705,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_62_59,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_62_59,60.69263675817349,20.54145362852677,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_62_62,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_62_62,60.660315760751025,20.541913165490513,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T161303_34VDN_64_45,S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_64_45,60.84361003045251,20.583450523817174,Finland,Spring,"Cold, no dry season, warm summer"
